item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112570916,Jean Serge Kentoula,Q1785816,PCT,,,2017-09-12,,,Q112570916-7EAEE7CD-78C6-447D-BCE8-384A3E023E57
Q112571052,Jean-Félix Tchikaya,Q17075186,RDPS,,,2017-09-12,,,Q112571052-445AB418-6CAA-44CC-818C-EC62EE34C444
Q112570917,Jean-Marie Epouma Andzimba,Q327591,SÉ,,,2017-09-12,,,Q112570917-BD04733A-9751-472E-BFF1-6208D475430E
Q112570918,Jean-Marie Opembé,Q327591,SÉ,,,2017-09-12,,,Q112570918-D3DF2DBF-6B19-4908-BF91-716F7901E8F3
Q6169940,Jean-Pierre Nonault,Q1785816,PCT,,,2017-09-12,,male,Q6169940-E8FB86C6-73F0-456F-B63A-CBEA34EFFC64
Q112570919,Jeanne Françoise Leckomba Loumeto,Q1785816,PCT,,,2017-09-12,,,Q112570919-BD9C1114-5E24-4B5C-9935-6590C9C2E51E
Q112570920,Joséphine Mountou Bayonne,Q1785816,PCT,,,2017-09-12,,,Q112570920-CBD2A613-05D1-45E3-B86D-8C7EA55C36AA
Q112568786,Julien Epola,Q1785816,PCT,,,2017-09-12,,male,Q112568786-9B5A8F8D-F25E-48E5-9093-33DC80ECCA36
Q112570921,Justin Goma Gabou,Q327591,SÉ,,,2017-09-12,,,Q112570921-5B0BB9CB-6B42-4770-A778-3B7A76D2D172
Q112570922,Ludovic Robert Miyouna,,,,,2017-09-12,,,Q112570922-9B59891B-9C98-4A17-8697-0FCF1DC8EA69
Q112570923,Madame Ngotto née Jeanne Emilie Bilongo,Q1785816,PCT,,,2017-09-12,,,Q112570923-103980ED-313F-4049-A7A4-8328D938C106
Q112570924,Marie Rosine Dongo,Q1785816,PCT,,,2017-09-12,,,Q112570924-48DDFF6D-AFA3-49B2-BB0E-6A783FC8C9FF
Q112570925,Marie Thérèse Bouvet,Q1785816,PCT,,,2017-09-12,,,Q112570925-4F6AD837-6012-4C97-A3BA-D68E74F9899A
Q112570926,Martin Nicaise Makosso,Q327591,SÉ,,,2017-09-12,,,Q112570926-CAEB9654-3DFC-49B8-8473-DA70ACDAA73B
Q112570927,Maurice Mbella,Q1785816,PCT,,,2017-09-12,,,Q112570927-22B8752F-C876-4B01-8947-A6EB05964BF6
Q112570928,Michel Mayinga,Q1785816,PCT,,,2017-09-12,,,Q112570928-304346AC-EBCF-4A34-A21B-77140B42CED9
Q112570929,Michel Robert Makaya,Q327591,SÉ,,,2017-09-12,,,Q112570929-6908E3C5-B35A-44B1-B7C8-71448B9E5A6C
Q112570930,Mme Lékoundzou née Kengué Emilienne Charlotte,Q1785816,PCT,,,2017-09-12,,,Q112570930-0AE78948-7182-407D-BFED-CDC58303810F
Q112570931,Mme Ondaye née Bernadette Ntsona Mapessi,Q1785816,PCT,,,2017-09-12,,,Q112570931-96F04072-E4D7-438B-BADE-772785A9F64E
Q112570932,Norbert Mbou,Q1785816,PCT,,,2017-09-12,,,Q112570932-5D45E58C-152D-4C4B-8E71-968C4B9452FB
Q112570933,Odette Massoussa,Q1785816,PCT,,,2017-09-12,,,Q112570933-2981CCC7-086A-41AB-A135-E5B62A296B1D
Q112570934,Paul Stanislas Nguié,Q1785816,PCT,,,2017-09-12,,,Q112570934-C9E6759D-B709-4D5D-B691-D5D5E7C8AD36
Q112570935,Pauline Ikourou Yoka,Q1785816,PCT,,,2017-09-12,,,Q112570935-512CC0C8-D9E9-4DE6-9785-663A899BD041
Q7192379,Pierre Ngolo,Q1785816,PCT,,,2017-09-12,,male,Q7192379-147CBD0D-C4D7-4A64-829F-A1778676826F
Q112570936,Pierre Nzely Massanga Izoungou,,,,,2017-09-12,,,Q112570936-E176C8F0-141A-45A2-AE65-5FCB2ABE0683
Q112570937,Ralco Mouanda Kitsinga,Q327591,SÉ,,,2017-09-12,,,Q112570937-644E5E0E-8F96-4208-AE22-7CB08112A278
Q112568782,Raymond Bongo Mavoungou,Q1785816,PCT,,,2017-09-12,,male,Q112568782-5AA08753-6882-4679-81B7-C81953D0B7B0
Q112568832,Roger Edouard Okoula,Q1785816,PCT,,,2017-09-12,,male,Q112568832-439E6F46-7764-43D0-9212-801804934438
Q112570938,Sylver Makaya Tchibinda,Q327591,SÉ,,,2017-09-12,,,Q112570938-7887258B-9676-488E-8D29-828926516762
Q112570939,Sébastien Seba,Q1785816,PCT,,,2017-09-12,,,Q112570939-C658C11B-17F2-4011-B242-354936EDA5CC
Q112570940,Théophile Adoua,Q1785816,PCT,,,2017-09-12,,,Q112570940-79D6F812-0948-420C-91AC-792D6EEEFF8A
Q112570941,Victoire Ngolingo,Q1785816,PCT,,,2017-09-12,,,Q112570941-65F7548D-54EB-4E7C-9CAC-FE4BC3F11A61
Q112570942,Victor Foudi,Q1785816,PCT,,,2017-09-12,,,Q112570942-A180842D-049D-478E-B445-08B796FF2A26
