item,itemLabel,position,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112568254,KANGA Philipe,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568254-6D6894E7-D2E7-4991-BD50-ED74390A6B3F
Q112568255,KAYA Jean,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568255-27DAB3A5-31CC-4F41-A54A-E4E839D9C8A3
Q112568256,KAYA MVOULA Brice,Q112567889,,,,,2017-08-19,,,Q112568256-4DE134AD-F853-4C55-86FF-78888E007255
Q112568257,KESSALE Prosper,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568257-4D4C9268-B453-41CD-A47D-0C98A2E61EE3
Q112568258,KIBA Jean Paul,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568258-75F0AF76-2BBF-4639-8A68-B6FDF0AFC58F
Q112568259,KIBA Salomon,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568259-443278BE-5235-4385-AA29-871218F33F8F
Q112568260,KIBOYI Omer,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568260-7347CF06-5091-4180-9F79-6C8D170B655B
Q112568261,KOMBILA Michel Roger,Q112567889,,,,,2017-08-19,,,Q112568261-4E264CB1-6B61-4C52-8A82-641105DC8F5F
Q112568262,KOUAZAU MAU Yvon Brice,Q112567889,,,,,2017-08-19,,,Q112568262-CB692ABA-0826-4E50-865E-D71CFE6247B6
Q112568263,KOUKA Jeanne Rose,Q112567889,,,,,2017-08-19,,,Q112568263-85850EE3-5B8E-4A04-9C7C-4B809D3361AC
Q112568264,KOUMBA BALOLA Gaston,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568264-BE60BDD8-8C8F-431F-8546-8D2C18D53072
Q112568265,LABIMEBOU Timothé,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568265-C80E77E8-5551-40F8-8FF5-A8DF32D52AB8
Q112568266,LEKAKA Nadège Carole,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568266-49B99489-4B16-404F-904A-74C8BC8EB91F
Q112568267,LEKOUNDZOU TSATSA Avanke,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568267-CD30E8FD-B656-452E-B743-00CCB27CBA8B
Q112568268,LENGA Isidore,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568268-1389C7D9-C511-4669-977E-C61778EA99D2
Q112568269,LIMBOULA Bruno,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568269-26B37517-BAD5-4A01-8986-6C31F95F8B18
Q112568270,LOKO Etienne,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568270-FE08BC73-2727-4766-AA59-3CF8CD18DC04
Q112568271,LOUBANGASSOU Daniel,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568271-215C7E46-88DD-407B-BEBB-86D1DAFC0FC5
Q112568272,LOUEMEBET Landry Autria Fabrice,Q112567889,,,,,2017-08-19,,,Q112568272-DD53DFD7-A416-43C1-B537-58016791F08C
Q112568273,LOUVOUNOU Alphonse,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568273-250DB084-D6C2-4436-83D8-BA7B14832AC1
Q112568274,MABIALA Alain Roger,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568274-937D30FE-673D-4559-9310-C14134F93BF8
Q112568275,MAFIMBA BOUYA Jean Raoul,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568275-132FE128-A37F-464D-A045-4FEC0217F638
Q112568276,MAKASSELA EWHAKOU Herdy,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568276-EA3B042B-BA05-43EF-96EC-E1D85326B36B
Q112568277,MAKASSO Fils Basile,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568277-002EA943-036C-4013-94C3-D1F001AEA623
Q4752077,MAKOSSO Anatole Collinet,Q112567889,Q1785816,PCT,,,2017-07,,male,Q4752077-88c94866-18cd-4434-bb77-9d471ec4fc97
Q112568278,MAKOSSO Serge Marvelh,Q112567889,,,,,2017-08-19,,,Q112568278-A5A5283D-BD18-40A7-9032-57A583528BB2
Q112568279,MAKOUENDE Jean Didier,Q112567889,,,,,2017-08-19,,,Q112568279-489E8222-9D9A-49EE-9DB6-6AB703272BAA
Q112568281,MALELA Bernard,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568281-AAB10D4D-2409-4061-A2F3-60A96CC7C469
Q112568282,MALONGA Jean Paul,Q112567889,,,,,2017-08-19,,,Q112568282-566D9CFE-8C22-441E-8D61-5BEDEA3E4A93
Q112568283,MAMPASSI Jean Bosco,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568283-D48D67A7-5FA6-4E61-B2C3-C05C28BAC3DF
Q112568284,MAMPEME Jean Felix,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568284-B5F451D4-CAAC-4769-92EE-D5B73C1A94D3
Q112568285,MANGUELE Marie Solange,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568285-F1C4E724-53DD-445D-BA43-A62086EF5506
Q112568286,MANKITA Joseph,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568286-7A174DB5-5DC9-4C33-A415-2C90E936CC3C
Q112568287,MANKOU Aimé Vincent,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568287-B1F7B170-59AB-4771-BE31-EF619513BBCB
Q112568288,MANTSOUNGA Joseph,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568288-71FD225F-DF19-4A5E-A7D4-690BF6FFE109
Q112568290,MASSE DENGUE Rodrigue,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568290-DC9C96E9-62B4-46C3-87F9-131A962BCC3A
Q112568291,MATOKOT Aristide,Q112567889,,,,,2017-08-19,,,Q112568291-0F483F0B-FD43-4903-A1D6-4EA01A21AA97
Q112568292,MATOUTI Albert,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568292-E141F1FE-647A-4FD0-A3FA-84EAC3BB88B7
Q112568293,MAVOUNGOU Gustave,Q112567889,,,,,2017-08-19,,,Q112568293-F6C0E39B-ABB9-4267-8E51-2D6B5206D3DC
Q112568294,MAYANITH NGOMA,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568294-BF3DCE73-C735-4658-9E30-72404DF5693C
Q112568295,MAYOYO Rémy Pierre,Q112567889,,,,,2017-08-19,,,Q112568295-326E2971-463B-425B-8A5C-42C790C014DE
Q112568296,MBAMA Fabrice Adolphe,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568296-E749C701-0F43-4260-AA2C-183C341EFEBB
Q112568297,MBATANI Gogel,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568297-D27CB75C-2DD9-4CDE-AF7E-8BC58CEEF42D
Q112568298,MBOBO KITOKO Charles,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568298-F063CC20-6ADD-45D6-BCDA-0796AD018F1D
Q112568299,MBONGO MVOULI OBAMBESSA Luther,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568299-DE4EF502-FCF5-4E29-96A3-624F74453442
Q112568300,MBOUKOULOU Lucien,Q112567889,,,,,2017-08-19,,,Q112568300-F3FA4853-3F42-4A66-8615-24DBFF133531
Q112568301,MBOUNGOU Goolfred Florent,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568301-A97482CD-8DF8-4AD7-9812-17AEF464511D
Q112568302,MBOUNGOU MBOUNGOU Raymond,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568302-9CD94422-4164-4370-B9E7-D74D34EF4BBD
Q112568304,MFALI Maturin,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568304-BB510E4F-CC11-408D-B010-473AAE34A6E8
Q112568305,MFIRA Pascal,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568305-03D30605-4D44-41C6-856E-26F7059B9E3D
Q112568306,MIKILIK Athanase,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568306-4C0247B8-3949-480B-8D10-C0B55A291923
Q112568307,MIOKO Germain,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568307-F309F5BE-7998-4CC7-B742-CAFCA389CE55
Q112568308,MONBANDJO Jean Roger Bosco,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568308-93A98BE8-BDF9-439C-807D-AD9586CCB092
Q112568309,MOUANDA Donatien,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568309-15F92A12-B30A-490F-8C43-7FBD36E9EEC7
Q112568310,MOUANDZA MOUYABI Francis,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568310-E4814678-A857-46BB-A069-DC81EA9270AD
Q112568311,MOUHINGOU Germain,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568311-C4F78280-2874-4252-9704-AE2B340DEC82
Q112568312,MOUKOUIMI Albert,Q112567889,,,,,2017-08-19,,,Q112568312-4539826A-7818-43CD-8517-530D8411CC4F
Q112568313,MOULOUMBA Piorrot Jean Marc,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568313-1E324D0E-089E-40B3-A9A3-36053BC6BE14
Q112568314,MOUNDELE NGOLO EHOUROSSIA Yves,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568314-420C2002-4470-4984-B36F-7D946A641A77
Q112568315,MPIKA MAMPASSI René,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568315-988E71FC-E796-4C2F-8646-3868E72FC74A
Q112568317,NFOUTOU NKOUNGA Antoine,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568317-D5954A3C-5716-49CF-AD53-2E47B39039A8
Q112568318,NGALIBO Pascal,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568318-EC30BF46-E676-4095-B225-69599B3657F3
Q112568319,NGOMA Isidore Séraphin,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568319-D12EC66D-163F-4A6F-85AC-3F736DDF2D21
Q112568320,NGOUMBA Gabriel,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568320-A0FB40D8-B62C-425C-ADF1-3D7DCF5AB4E6
Q112568321,NGUIMBY DE MOUSSYTH KINGA Patrick,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568321-38B3B25D-77E5-4581-A8E3-D9C18567A9C2
Q112568322,NKABA Ernestine,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568322-E0B08AFA-42DA-49C5-9406-506B53E226C2
Q112568323,NOUMAZALALI Linda,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568323-D780A905-31BC-4515-8E35-EA061FDC8E2F
Q112568324,NTSAMBVA Léon,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568324-FFE68FC3-D54E-4F3D-9BC2-0A3768A7B19A
Q112568326,NZAOU Féicien Dieudonné,Q112567889,,,,,2017-08-19,,,Q112568326-BCBAF5A0-D8F7-40E9-804F-45735A88EEB1
Q112568327,NZIMBI Norbert,Q112567889,,,,,2017-08-19,,,Q112568327-3A32C6E1-94E2-4891-9E9D-2675770568AA
Q112568328,NZOUMINI DITADI,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568328-49184B7C-AD9F-4BB7-B2B5-D2D69E34470E
Q112568329,OBANGA Jean Fabrice,Q112567889,,,,,2017-08-19,,,Q112568329-BE0C840D-0CD7-4222-B23E-BFAA07264A0B
Q112568330,OFAMALEKOU Ghislain Urbain,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568330-839D317E-1E64-4BF6-8E89-338C4F57D000
Q112568331,OFOUNGA Joseph,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568331-58838B43-FFB3-42B4-959C-8FCB1F7E83E7
Q112568332,OKANDZA Fernand,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568332-29D2DF38-79CF-4E52-BC74-38FB4650A111
Q112568333,OKEMBA PITY Nathalie Sylvie,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568333-3ACDC72D-39FB-4CD5-8FD4-C0F9284C8018
Q112568334,OKONDZA Jean Fréderic,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568334-538A6433-7F38-49E2-8EDB-296603A22141
Q112568335,OMBAKA Jean Michel,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568335-E92E4BB5-DB82-4E0C-A6B6-0FF5CD643547
Q112568336,OMBO LEBARRAS Charles Timothé,Q112567889,,,,,2017-08-19,,,Q112568336-8B11A641-9AEA-4E30-A88B-BBFCC33FFA27
Q112568337,OMVOUELET Francis Pépin,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568337-61855BD4-E757-4297-A6C2-E548725C8C22
Q112568338,ONGOLY née LOUMINGOU Géneviève,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568338-590C1D9F-F2DF-4D4D-91CF-D34E91A00E17
Q112568340,OSSEBI Jean Christ,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568340-133C947A-5544-4435-90E8-5401E53C6DEA
Q112568341,OYANDZA Guy Fernand,Q112567889,,,,,2017-08-19,,,Q112568341-4DE3340A-6D26-4FF7-9FD5-3FECBCFCCE1B
Q112568342,OYERONDAYA Louisie,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568342-1972B95F-E30A-43EE-B654-28C9B1F57DFB
Q112568343,OYINDZA Emmanuel,Q112567889,,,,,2017-08-19,,,Q112568343-93AB843A-6FCA-473E-9DED-063869400645
Q112568344,PAKA BANTHOUD Genest Wilfrid,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568344-BA42EF1D-50B5-4CFA-BFE8-B89EE3A3F266
Q112568345,PAMBOU DADET Daniast,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568345-84D9A8D4-329E-4DB2-944D-DBD821D5BCCD
Q112568346,POUELA Marc Gilbert,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568346-64919C7E-988F-452F-9161-751D343ADF26
Q112568347,POUPET Emmanuel,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568347-1E985A5C-19AF-4377-8432-911974D623CC
Q112568349,TCHIBINDA Alain,Q112567889,,,,,2017-08-19,,,Q112568349-89CA5220-E982-4DB7-B580-6555E46F49A7
Q112568350,TOUNGOUKA Fidèle,Q112567889,,,,,2017-08-19,,,Q112568350-367524EB-C8AB-4240-9736-E7883D073644
Q112568351,TSIAKOUAMA Christophe,Q112567889,Q327591,SÉ,,,2017-08-19,,,Q112568351-BCD5A04B-E18E-41B5-8A42-4AFC48C74733
Q112568352,YEKA Fréderic,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568352-6DC82B97-19C6-43BE-A9B8-FAFB169F9206
Q112568353,YOKA Justin,Q112567889,Q1785816,PCT,,,2017-08-19,,,Q112568353-6D7E4084-54EC-4E49-8354-BA5D4A4FF60E
