@@,item,itemlabel,position,positionlabel,startdate,enddate,psid
---,Q61600532,Inès Nefer Ingani,Q112320727,Minister of Women,2016-04-30,2019-09,Q61600532-2B2FED27-9B59-4DBF-8571-E8473C792893
---,Q57418,Denis Sassou-Nguesso,Q10353660,President of the Republic of the Congo,1997-10-25,,Q57418-72740888-9C7D-4811-B6A6-DCD7827507B5
---,Q5446833,Fidèle Dimou,Q112320723,Minister of Transport,2017-08-22,2020-03,Q5446833-214ACAC5-8204-4C39-B84F-98B79F6F857F
---,Q26237842,Ingrid Ebouka-Babackas,Q112320696,"Ministre du Plan, de la Statistique et de l'Intégration régionale",2017-08-22,2021-05-04,Q26237842-F70B0779-C7DD-4C98-8CE2-5DAC811DB9E9
---,Q26237842,Ingrid Ebouka-Babackas,Q112320723,"Ministre des Transports, de l'Aviation civile et de la Marine marchande",2020-03,2021-05-04,Q26237842-09BC7DCE-8A41-417C-BF61-2BE9629DBBB0
---,Q24175564,Jacqueline Lydia Mikolo,Q112320727,Minister of Women,2019-09-19,2021-05-04,Q24175564-C7A7D606-39B9-47DB-8A2B-9EF1DAA69017
+++,Q26237842,Ingrid Ebouka-Babackas,,"Ministre du Plan, de la Statistique et de l'Intégration régionaleMinistre des Transports, de l'Aviation civile et de la Marine marchande",,,
